,date,hour,user_id,province,hometown
33562,2022-01-02,14:00,807,Bangkok,Bangkok
33567,2022-01-02,14:00,807,Bangkok,Bangkok
33565,2022-01-02,16:00,807,Bangkok,Bangkok
33568,2022-01-02,19:00,807,Nonthaburi,Bangkok
33566,2022-01-03,07:00,807,Bangkok,Bangkok
33609,2021-12-31,10:00,808,Pathum Thani,Nonthaburi
33580,2021-12-31,14:00,808,Nonthaburi,Nonthaburi
33608,2021-12-31,14:00,808,Phra Nakhon Si Ayutthaya,Nonthaburi
33624,2021-12-31,14:00,808,Nonthaburi,Nonthaburi
33583,2021-12-31,16:00,808,Bangkok,Nonthaburi
33570,2021-12-31,19:00,808,Nonthaburi,Nonthaburi
33606,2021-12-31,20:00,808,Nonthaburi,Nonthaburi
33629,2021-12-31,21:00,808,Bangkok,Nonthaburi
33584,2021-12-31,22:00,808,Nakhon Pathom,Nonthaburi
33621,2022-01-01,00:00,808,Bangkok,Nonthaburi
33569,2022-01-01,01:00,808,Phra Nakhon Si Ayutthaya,Nonthaburi
33628,2022-01-01,03:00,808,Samut Sakhon,Nonthaburi
33582,2022-01-01,04:00,808,Suphan Buri,Nonthaburi
33630,2022-01-01,05:00,808,Nonthaburi,Nonthaburi
33607,2022-01-01,06:00,808,Pathum Thani,Nonthaburi
33618,2022-01-01,07:00,808,Samut Sakhon,Nonthaburi
33581,2022-01-01,09:00,808,Nonthaburi,Nonthaburi
33620,2022-01-01,14:00,808,Ratchaburi,Nonthaburi
33602,2022-01-01,17:00,808,Nonthaburi,Nonthaburi
33611,2022-01-01,21:00,808,Nonthaburi,Nonthaburi
33601,2022-01-02,00:00,808,Nakhon Pathom,Nonthaburi
33619,2022-01-02,00:00,808,Samut Sakhon,Nonthaburi
33612,2022-01-02,01:00,808,Pathum Thani,Nonthaburi
33597,2022-01-02,02:00,808,Bangkok,Nonthaburi
33603,2022-01-02,03:00,808,Nonthaburi,Nonthaburi
33595,2022-01-02,05:00,808,Phra Nakhon Si Ayutthaya,Nonthaburi
33623,2022-01-02,05:00,808,Samut Songkhram,Nonthaburi
33596,2022-01-02,06:00,808,Ang Thong,Nonthaburi
33610,2022-01-02,07:00,808,Nonthaburi,Nonthaburi
33616,2022-01-02,08:00,808,Nonthaburi,Nonthaburi
33614,2022-01-02,10:00,808,Phra Nakhon Si Ayutthaya,Nonthaburi
33622,2022-01-02,12:00,808,Nonthaburi,Nonthaburi
33615,2022-01-02,13:00,808,Nakhon Pathom,Nonthaburi
33598,2022-01-02,14:00,808,Lop Buri,Nonthaburi
33587,2022-01-02,17:00,808,Nonthaburi,Nonthaburi
33599,2022-01-02,19:00,808,Chai Nat,Nonthaburi
33613,2022-01-02,19:00,808,Nonthaburi,Nonthaburi
33571,2022-01-02,20:00,808,Nonthaburi,Nonthaburi
33617,2022-01-02,22:00,808,Nonthaburi,Nonthaburi
33590,2022-01-03,00:00,808,Phra Nakhon Si Ayutthaya,Nonthaburi
33573,2022-01-03,02:00,808,Nakhon Pathom,Nonthaburi
33604,2022-01-03,02:00,808,Sing Buri,Nonthaburi
33588,2022-01-03,05:00,808,Ang Thong,Nonthaburi
33572,2022-01-03,08:00,808,Nonthaburi,Nonthaburi
33600,2022-01-03,10:00,808,Suphan Buri,Nonthaburi
33585,2022-01-03,11:00,808,Suphan Buri,Nonthaburi
33627,2022-01-03,14:00,808,Nonthaburi,Nonthaburi
33586,2022-01-03,15:00,808,Sing Buri,Nonthaburi
33605,2022-01-03,16:00,808,Nonthaburi,Nonthaburi
33589,2022-01-03,21:00,808,Nonthaburi,Nonthaburi
33625,2022-01-04,00:00,808,Pathum Thani,Nonthaburi
33626,2022-01-04,05:00,808,Nonthaburi,Nonthaburi
33593,2022-01-04,09:00,808,Phitsanulok,Nonthaburi
33594,2022-01-04,13:00,808,Sukhothai,Nonthaburi
33591,2022-01-04,14:00,808,Nonthaburi,Nonthaburi
33575,2022-01-04,16:00,808,Nonthaburi,Nonthaburi
33592,2022-01-04,16:00,808,Bangkok,Nonthaburi
33576,2022-01-04,22:00,808,Bangkok,Nonthaburi
33574,2022-01-05,06:00,808,Pathum Thani,Nonthaburi
33579,2022-01-06,16:00,808,Nonthaburi,Nonthaburi
33577,2022-01-07,02:00,808,Nakhon Pathom,Nonthaburi
33578,2022-01-07,07:00,808,Nonthaburi,Nonthaburi
33632,2021-06-12,13:00,809,Bangkok,Bangkok
33631,2021-06-12,18:00,809,Pathum Thani,Bangkok
33635,2021-11-13,10:00,809,Bangkok,Bangkok
33634,2021-11-13,12:00,809,Nonthaburi,Bangkok
33633,2021-11-13,15:00,809,Nakhon Pathom,Bangkok
33637,2021-11-13,17:00,809,Suphan Buri,Bangkok
33636,2021-11-13,18:00,809,Bangkok,Bangkok
33638,2021-12-17,19:00,809,Bangkok,Bangkok
33639,2021-12-17,20:00,809,Nakhon Pathom,Bangkok
33640,2021-12-18,20:00,809,Bangkok,Bangkok
33644,2021-12-18,22:00,809,Samut Sakhon,Bangkok
33645,2021-12-19,02:00,809,Bangkok,Bangkok
33642,2021-12-19,08:00,809,Nakhon Pathom,Bangkok
33641,2021-12-19,14:00,809,Suphan Buri,Bangkok
33643,2021-12-19,21:00,809,Bangkok,Bangkok
33647,2021-12-21,13:00,809,Bangkok,Bangkok
33646,2021-12-21,20:00,809,Samut Sakhon,Bangkok
33649,2021-12-22,10:00,809,Bangkok,Bangkok
33650,2021-12-22,12:00,809,Pathum Thani,Bangkok
33648,2021-12-22,22:00,809,Bangkok,Bangkok
33653,2021-05-08,19:00,810,Bangkok,Bangkok
33651,2021-05-09,05:00,810,Pathum Thani,Bangkok
33652,2021-05-09,13:00,810,Bangkok,Bangkok
33654,2021-08-19,14:00,810,Chiang Rai,Bangkok
33657,2021-08-20,00:00,810,Phayao,Bangkok
33656,2021-08-20,07:00,810,Lampang,Bangkok
33655,2021-08-20,12:00,810,Bangkok,Bangkok
33659,2021-03-25,09:00,811,Chiang Mai,Chiang Mai
33660,2021-03-25,19:00,811,Lampang,Chiang Mai
33658,2021-03-26,00:00,811,Lamphun,Chiang Mai
33663,2021-12-14,20:00,811,Chiang Mai,Chiang Mai
33661,2021-12-15,01:00,811,Lamphun,Chiang Mai
33662,2021-12-15,08:00,811,Lampang,Chiang Mai
33664,2021-12-22,08:00,811,Chiang Mai,Chiang Mai
33665,2021-12-22,16:00,811,Lampang,Chiang Mai
33666,2021-12-27,09:00,811,Chiang Mai,Chiang Mai
33667,2021-12-27,12:00,811,Chiang Rai,Chiang Mai
33668,2021-12-27,20:00,811,Chiang Mai,Chiang Mai
33671,2021-12-28,21:00,811,Chiang Mai,Chiang Mai
33670,2021-12-29,06:00,811,Chiang Rai,Chiang Mai
33669,2021-12-29,08:00,811,Chiang Mai,Chiang Mai
33673,2021-12-30,21:00,811,Chon Buri,Chiang Mai
33674,2021-12-30,22:00,811,Chachoengsao,Chiang Mai
33672,2021-12-31,09:00,811,Chiang Mai,Chiang Mai
33693,2021-12-31,15:00,811,Nonthaburi,Chiang Mai
33683,2021-12-31,19:00,811,Samut Sakhon,Chiang Mai
33682,2021-12-31,22:00,811,Bangkok,Chiang Mai
33692,2021-12-31,23:00,811,Nakhon Pathom,Chiang Mai
33679,2022-01-01,05:00,811,Pathum Thani,Chiang Mai
33694,2022-01-01,07:00,811,Chiang Mai,Chiang Mai
33677,2022-01-01,13:00,811,Bangkok,Chiang Mai
33680,2022-01-01,16:00,811,Samut Prakan,Chiang Mai
33690,2022-01-01,16:00,811,Chiang Mai,Chiang Mai
33675,2022-01-01,17:00,811,Chachoengsao,Chiang Mai
33689,2022-01-01,23:00,811,Chiang Rai,Chiang Mai
33678,2022-01-02,03:00,811,Chanthaburi,Chiang Mai
33676,2022-01-02,04:00,811,Rayong,Chiang Mai
33684,2022-01-02,08:00,811,Chiang Mai,Chiang Mai
33691,2022-01-02,09:00,811,Chiang Mai,Chiang Mai
33685,2022-01-02,10:00,811,Chiang Rai,Chiang Mai
33681,2022-01-02,13:00,811,Chiang Mai,Chiang Mai
33697,2022-01-02,13:00,811,Chiang Mai,Chiang Mai
33695,2022-01-02,17:00,811,Lamphun,Chiang Mai
33696,2022-01-02,21:00,811,Chiang Mai,Chiang Mai
33698,2022-01-03,13:00,811,Chiang Mai,Chiang Mai
33687,2022-01-03,18:00,811,Chiang Mai,Chiang Mai
33699,2022-01-03,22:00,811,Chiang Rai,Chiang Mai
33688,2022-01-03,23:00,811,Lamphun,Chiang Mai
33686,2022-01-04,08:00,811,Chiang Mai,Chiang Mai
33702,2022-01-04,19:00,811,Chiang Mai,Chiang Mai
33704,2022-01-04,22:00,811,Chiang Rai,Chiang Mai
33705,2022-01-05,04:00,811,Lampang,Chiang Mai
33700,2022-01-05,05:00,811,Phayao,Chiang Mai
33703,2022-01-05,07:00,811,Lampang,Chiang Mai
33701,2022-01-05,17:00,811,Chiang Mai,Chiang Mai
33711,2022-01-06,20:00,811,Chiang Mai,Chiang Mai
33709,2022-01-06,23:00,811,Lampang,Chiang Mai
33706,2022-01-07,02:00,811,Chiang Rai,Chiang Mai
33707,2022-01-07,08:00,811,Chiang Mai,Chiang Mai
33708,2022-01-07,18:00,811,Chiang Rai,Chiang Mai
33710,2022-01-07,21:00,811,Phayao,Chiang Mai
33712,2022-01-08,05:00,811,Lampang,Chiang Mai
33713,2021-05-01,12:00,812,Bangkok,Bangkok
33714,2021-05-01,18:00,812,Samut Sakhon,Bangkok
33717,2021-05-02,04:00,812,Ratchaburi,Bangkok
33716,2021-05-02,05:00,812,Samut Sakhon,Bangkok
33715,2021-05-02,07:00,812,Bangkok,Bangkok
33719,2021-07-15,12:00,812,Bangkok,Bangkok
33718,2021-07-15,16:00,812,Nonthaburi,Bangkok
33720,2021-07-16,21:00,812,Bangkok,Bangkok
33721,2021-07-17,01:00,812,Samut Prakan,Bangkok
33724,2021-07-21,20:00,812,Bangkok,Bangkok
33723,2021-07-22,05:00,812,Samut Sakhon,Bangkok
33722,2021-07-22,08:00,812,Bangkok,Bangkok
33726,2021-10-15,20:00,812,Pathum Thani,Bangkok
33725,2021-10-16,04:00,812,Saraburi,Bangkok
33727,2021-10-16,07:00,812,Bangkok,Bangkok
33728,2021-11-24,11:00,812,Bangkok,Bangkok
33729,2021-11-24,15:00,812,Nakhon Pathom,Bangkok
33730,2021-11-24,18:00,812,Bangkok,Bangkok
33732,2021-11-29,15:00,812,Bangkok,Bangkok
33731,2021-11-29,23:00,812,Nakhon Pathom,Bangkok
33734,2021-12-28,16:00,812,Bangkok,Bangkok
33735,2021-12-29,02:00,812,Nonthaburi,Bangkok
33733,2021-12-29,03:00,812,Bangkok,Bangkok
33738,2021-12-30,19:00,812,Bangkok,Bangkok
33736,2021-12-31,03:00,812,Samut Sakhon,Bangkok
33739,2021-12-31,10:00,812,Samut Songkhram,Bangkok
33741,2021-12-31,13:00,812,Bangkok,Bangkok
33737,2021-12-31,19:00,812,Ratchaburi,Bangkok
33746,2021-12-31,19:00,812,Chon Buri,Bangkok
33742,2021-12-31,23:00,812,Samut Sakhon,Bangkok
33744,2021-12-31,23:00,812,Rayong,Bangkok
33747,2022-01-01,00:00,812,Chon Buri,Bangkok
33743,2022-01-01,03:00,812,Rayong,Bangkok
33745,2022-01-01,04:00,812,Bangkok,Bangkok
33740,2022-01-01,08:00,812,Bangkok,Bangkok
33750,2022-01-02,11:00,812,Bangkok,Bangkok
33753,2022-01-02,13:00,812,Chai Nat,Bangkok
33754,2022-01-02,16:00,812,Suphan Buri,Bangkok
33749,2022-01-02,18:00,812,Samut Sakhon,Bangkok
33748,2022-01-02,21:00,812,Bangkok,Bangkok
33755,2022-01-03,02:00,812,Chai Nat,Bangkok
33751,2022-01-03,05:00,812,Samut Prakan,Bangkok
33752,2022-01-03,10:00,812,Bangkok,Bangkok
33758,2022-01-03,18:00,812,Bangkok,Bangkok
33757,2022-01-03,21:00,812,Nakhon Pathom,Bangkok
33756,2022-01-03,22:00,812,Bangkok,Bangkok
33759,2022-01-04,08:00,812,Samut Prakan,Bangkok
33761,2022-01-05,18:00,812,Bangkok,Bangkok
33766,2022-01-05,18:00,812,Bangkok,Bangkok
33764,2022-01-05,23:00,812,Samut Prakan,Bangkok
33763,2022-01-06,02:00,812,Chachoengsao,Bangkok
33765,2022-01-06,04:00,812,Pathum Thani,Bangkok
33767,2022-01-06,05:00,812,Bangkok,Bangkok
33762,2022-01-06,09:00,812,Chon Buri,Bangkok
33760,2022-01-06,19:00,812,Bangkok,Bangkok
33770,2022-01-07,19:00,812,Bangkok,Bangkok
33769,2022-01-08,03:00,812,Pathum Thani,Bangkok
33768,2022-01-08,12:00,812,Bangkok,Bangkok
33772,2021-06-09,10:00,813,Chon Buri,Chon Buri
33771,2021-06-09,11:00,813,Rayong,Chon Buri
33773,2021-06-09,13:00,813,Chon Buri,Chon Buri
33774,2021-07-28,20:00,813,Chon Buri,Chon Buri
33775,2021-07-29,04:00,813,Rayong,Chon Buri
33776,2021-10-17,08:00,813,Chiang Rai,Chon Buri
33778,2021-10-17,10:00,813,Lampang,Chon Buri
33777,2021-10-17,12:00,813,Chon Buri,Chon Buri
33780,2021-11-24,14:00,813,Chon Buri,Chon Buri
33781,2021-11-24,18:00,813,Chanthaburi,Chon Buri
33779,2021-11-25,06:00,813,Chon Buri,Chon Buri
33784,2021-12-17,08:00,813,Bangkok,Chon Buri
33782,2021-12-17,18:00,813,Pathum Thani,Chon Buri
33783,2021-12-18,08:00,813,Chon Buri,Chon Buri
33787,2021-12-22,08:00,813,Chon Buri,Chon Buri
33786,2021-12-22,12:00,813,Rayong,Chon Buri
33785,2021-12-22,22:00,813,Chon Buri,Chon Buri
33789,2021-12-29,08:00,813,Chon Buri,Chon Buri
33788,2021-12-29,14:00,813,Chachoengsao,Chon Buri
33792,2021-12-30,19:00,813,Chon Buri,Chon Buri
33794,2021-12-31,00:00,813,Chachoengsao,Chon Buri
33791,2021-12-31,04:00,813,Bangkok,Chon Buri
33795,2021-12-31,08:00,813,Samut Sakhon,Chon Buri
33790,2021-12-31,10:00,813,Samut Songkhram,Chon Buri
33793,2021-12-31,17:00,813,Chon Buri,Chon Buri
33805,2022-01-01,15:00,813,Chon Buri,Chon Buri
33796,2022-01-01,17:00,813,Prachin Buri,Chon Buri
33797,2022-01-01,19:00,813,Chachoengsao,Chon Buri
33804,2022-01-01,22:00,813,Chanthaburi,Chon Buri
33803,2022-01-02,08:00,813,Chon Buri,Chon Buri
33799,2022-01-02,20:00,813,Chon Buri,Chon Buri
33798,2022-01-02,21:00,813,Chanthaburi,Chon Buri
33801,2022-01-03,18:00,813,Phrae,Chon Buri
33802,2022-01-03,20:00,813,Phayao,Chon Buri
33800,2022-01-04,06:00,813,Chon Buri,Chon Buri
33807,2021-04-13,19:00,814,Bangkok,Chachoengsao
33810,2021-04-14,02:00,814,Samut Prakan,Chachoengsao
33808,2021-04-14,05:00,814,Chachoengsao,Chachoengsao
33806,2021-04-14,14:00,814,Prachin Buri,Chachoengsao
33809,2021-04-14,15:00,814,Chachoengsao,Chachoengsao
33811,2021-04-23,11:00,814,Bangkok,Chachoengsao
33813,2021-04-23,20:00,814,Nonthaburi,Chachoengsao
33812,2021-04-24,08:00,814,Chachoengsao,Chachoengsao
33817,2021-05-16,16:00,814,Chachoengsao,Chachoengsao
33815,2021-05-16,22:00,814,Bangkok,Chachoengsao
33818,2021-05-17,06:00,814,Samut Prakan,Chachoengsao
33814,2021-05-17,14:00,814,Bangkok,Chachoengsao
33816,2021-05-17,22:00,814,Chachoengsao,Chachoengsao
33824,2021-06-23,08:00,814,Chachoengsao,Chachoengsao
33820,2021-06-23,09:00,814,Samut Prakan,Chachoengsao
33821,2021-06-23,18:00,814,Pathum Thani,Chachoengsao
33823,2021-06-23,23:00,814,Nonthaburi,Chachoengsao
33822,2021-06-24,04:00,814,Nakhon Pathom,Chachoengsao
33819,2021-06-24,09:00,814,Kanchanaburi,Chachoengsao
33825,2021-06-24,14:00,814,Ratchaburi,Chachoengsao
33826,2021-06-25,09:00,814,Chachoengsao,Chachoengsao
33827,2021-06-25,19:00,814,Samut Prakan,Chachoengsao
33830,2021-06-26,12:00,814,Chachoengsao,Chachoengsao
33829,2021-06-26,19:00,814,Samut Prakan,Chachoengsao
33828,2021-06-27,09:00,814,Chachoengsao,Chachoengsao
33834,2021-11-16,13:00,815,Bangkok,Bangkok
33833,2021-11-16,20:00,815,Nakhon Pathom,Bangkok
33832,2021-11-17,04:00,815,Samut Prakan,Bangkok
33831,2021-11-17,09:00,815,Bangkok,Bangkok
33836,2021-11-26,15:00,815,Bangkok,Bangkok
33837,2021-11-26,23:00,815,Pathum Thani,Bangkok
33835,2021-11-27,02:00,815,Phra Nakhon Si Ayutthaya,Bangkok
33839,2021-12-09,16:00,815,Phetchaburi,Bangkok
33841,2021-12-09,19:00,815,Samut Songkhram,Bangkok
33842,2021-12-09,22:00,815,Ratchaburi,Bangkok
33840,2021-12-09,23:00,815,Suphan Buri,Bangkok
33838,2021-12-10,07:00,815,Bangkok,Bangkok
33845,2021-12-11,20:00,815,Bangkok,Bangkok
33843,2021-12-12,03:00,815,Pathum Thani,Bangkok
33844,2021-12-12,07:00,815,Bangkok,Bangkok
33847,2021-12-13,08:00,815,Bangkok,Bangkok
33846,2021-12-13,14:00,815,Pathum Thani,Bangkok
33848,2021-12-13,17:00,815,Bangkok,Bangkok
33849,2021-12-22,10:00,815,Bangkok,Bangkok
33850,2021-12-22,13:00,815,Nonthaburi,Bangkok
33851,2021-12-22,15:00,815,Bangkok,Bangkok
33854,2021-01-02,17:00,816,Pathum Thani,Pathum Thani
33856,2021-01-03,03:00,816,Saraburi,Pathum Thani
33852,2021-01-03,09:00,816,Phra Nakhon Si Ayutthaya,Pathum Thani
33853,2021-01-03,17:00,816,Suphan Buri,Pathum Thani
33855,2021-01-03,23:00,816,Pathum Thani,Pathum Thani
33858,2021-04-10,18:00,816,Pathum Thani,Pathum Thani
33857,2021-04-10,23:00,816,Saraburi,Pathum Thani
33859,2021-04-11,08:00,816,Pathum Thani,Pathum Thani
33861,2021-08-04,10:00,816,Pathum Thani,Pathum Thani
33860,2021-08-04,19:00,816,Bangkok,Pathum Thani
33862,2021-08-05,01:00,816,Pathum Thani,Pathum Thani
33864,2021-08-06,12:00,816,Pathum Thani,Pathum Thani
33863,2021-08-06,17:00,816,Phra Nakhon Si Ayutthaya,Pathum Thani
33865,2021-09-01,17:00,816,Pathum Thani,Pathum Thani
33866,2021-09-02,00:00,816,Saraburi,Pathum Thani
33867,2021-11-20,20:00,816,Prachin Buri,Pathum Thani
33868,2021-11-21,03:00,816,Chachoengsao,Pathum Thani
33869,2021-11-21,09:00,816,Pathum Thani,Pathum Thani
33871,2021-12-13,11:00,816,Pathum Thani,Pathum Thani
33870,2021-12-13,21:00,816,Saraburi,Pathum Thani
33874,2021-12-15,11:00,816,Pathum Thani,Pathum Thani
33872,2021-12-15,21:00,816,Saraburi,Pathum Thani
33873,2021-12-16,08:00,816,Pathum Thani,Pathum Thani
33880,2021-08-16,14:00,817,Bangkok,Bangkok
33879,2021-08-16,19:00,817,Samut Sakhon,Bangkok
33878,2021-08-16,21:00,817,Ratchaburi,Bangkok
33882,2021-08-16,22:00,817,Samut Sakhon,Bangkok
33877,2021-08-17,06:00,817,Nakhon Pathom,Bangkok
33884,2021-08-17,14:00,817,Samut Sakhon,Bangkok
33881,2021-08-17,20:00,817,Bangkok,Bangkok
33876,2021-08-18,00:00,817,Nakhon Pathom,Bangkok
33885,2021-08-18,04:00,817,Samut Prakan,Bangkok
33883,2021-08-18,14:00,817,Bangkok,Bangkok
33875,2021-08-18,20:00,817,Nakhon Pathom,Bangkok
33887,2021-08-19,18:00,817,Bangkok,Bangkok
33886,2021-08-19,21:00,817,Nonthaburi,Bangkok
33888,2021-08-20,08:00,817,Bangkok,Bangkok
33889,2021-11-26,14:00,817,Bangkok,Bangkok
33890,2021-11-26,23:00,817,Nakhon Pathom,Bangkok
33892,2021-11-28,21:00,817,Bangkok,Bangkok
33893,2021-11-29,07:00,817,Nonthaburi,Bangkok
33891,2021-11-29,09:00,817,Bangkok,Bangkok
33897,2021-12-28,17:00,817,Lampang,Bangkok
33898,2021-12-28,19:00,817,Chiang Mai,Bangkok
33896,2021-12-29,00:00,817,Lampang,Bangkok
33895,2021-12-29,02:00,817,Phrae,Bangkok
33894,2021-12-29,11:00,817,Sukhothai,Bangkok
33899,2021-12-29,15:00,817,Bangkok,Bangkok
33900,2021-12-30,18:00,817,Samut Prakan,Bangkok
33901,2021-12-30,22:00,817,Chachoengsao,Bangkok
33902,2021-12-31,09:00,817,Bangkok,Bangkok
33905,2022-01-01,21:00,817,Bangkok,Bangkok
33903,2022-01-02,07:00,817,Samut Sakhon,Bangkok
33904,2022-01-02,09:00,817,Bangkok,Bangkok
33907,2022-01-02,10:00,817,Chiang Rai,Bangkok
33911,2022-01-02,10:00,817,Bangkok,Bangkok
33915,2022-01-02,13:00,817,Samut Sakhon,Bangkok
33908,2022-01-02,15:00,817,Phayao,Bangkok
33914,2022-01-02,19:00,817,Samut Songkhram,Bangkok
33906,2022-01-02,20:00,817,Lampang,Bangkok
33912,2022-01-03,03:00,817,Ratchaburi,Bangkok
33909,2022-01-03,08:00,817,Bangkok,Bangkok
33918,2022-01-03,10:00,817,Bangkok,Bangkok
33910,2022-01-03,12:00,817,Samut Sakhon,Bangkok
33913,2022-01-03,13:00,817,Nakhon Pathom,Bangkok
33917,2022-01-03,20:00,817,Samut Sakhon,Bangkok
33916,2022-01-04,09:00,817,Bangkok,Bangkok
33919,2022-01-05,14:00,817,Chon Buri,Bangkok
33920,2022-01-05,21:00,817,Chachoengsao,Bangkok
33923,2021-03-29,10:00,818,Bangkok,Bangkok
33921,2021-03-29,13:00,818,Samut Sakhon,Bangkok
33922,2021-03-29,22:00,818,Bangkok,Bangkok
33925,2021-05-18,17:00,818,Bangkok,Bangkok
33924,2021-05-19,02:00,818,Nakhon Pathom,Bangkok
33926,2021-05-19,10:00,818,Bangkok,Bangkok
33929,2021-11-05,17:00,818,Bangkok,Bangkok
33927,2021-11-05,23:00,818,Samut Sakhon,Bangkok
33928,2021-11-06,07:00,818,Bangkok,Bangkok
33930,2021-12-02,14:00,818,Bangkok,Bangkok
33931,2021-12-03,00:00,818,Samut Prakan,Bangkok
33932,2021-12-03,02:00,818,Bangkok,Bangkok
33933,2021-12-04,11:00,818,Bangkok,Bangkok
33934,2021-12-04,15:00,818,Nakhon Pathom,Bangkok
33935,2021-12-05,20:00,818,Bangkok,Bangkok
33936,2021-12-05,21:00,818,Nakhon Pathom,Bangkok
33937,2021-12-06,05:00,818,Kanchanaburi,Bangkok
33938,2021-12-06,15:00,818,Bangkok,Bangkok
33942,2021-12-08,11:00,818,Bangkok,Bangkok
33939,2021-12-08,18:00,818,Nakhon Pathom,Bangkok
33941,2021-12-08,22:00,818,Ratchaburi,Bangkok
33940,2021-12-09,07:00,818,Bangkok,Bangkok
33945,2021-12-27,20:00,818,Bangkok,Bangkok
33944,2021-12-27,23:00,818,Nonthaburi,Bangkok
33943,2021-12-28,02:00,818,Pathum Thani,Bangkok
33947,2021-12-29,16:00,818,Bangkok,Bangkok
33950,2021-12-30,00:00,818,Nakhon Pathom,Bangkok
33948,2021-12-30,05:00,818,Kanchanaburi,Bangkok
33946,2021-12-30,09:00,818,Nakhon Pathom,Bangkok
33951,2021-12-30,11:00,818,Samut Prakan,Bangkok
33949,2021-12-30,21:00,818,Bangkok,Bangkok
33954,2021-12-31,11:00,818,Bangkok,Bangkok
33955,2021-12-31,17:00,818,Nonthaburi,Bangkok
33952,2022-01-01,02:00,818,Pathum Thani,Bangkok
33953,2022-01-01,08:00,818,Phra Nakhon Si Ayutthaya,Bangkok
33957,2022-01-01,10:00,818,Bangkok,Bangkok
33960,2022-01-01,12:00,818,Samut Sakhon,Bangkok
33959,2022-01-01,13:00,818,Ratchaburi,Bangkok
33956,2022-01-01,21:00,818,Kanchanaburi,Bangkok
33958,2022-01-02,02:00,818,Nakhon Pathom,Bangkok
33961,2022-01-02,11:00,818,Suphan Buri,Bangkok
33962,2022-01-03,18:00,818,Bangkok,Bangkok
33963,2022-01-03,22:00,818,Samut Sakhon,Bangkok
33966,2022-01-04,11:00,818,Sukhothai,Bangkok
33965,2022-01-04,17:00,818,Phitsanulok,Bangkok
33964,2022-01-05,02:00,818,Sukhothai,Bangkok
33967,2022-01-05,05:00,818,Lampang,Bangkok
33969,2022-01-05,10:00,818,Chiang Rai,Bangkok
33976,2022-01-05,17:00,818,Bangkok,Bangkok
33968,2022-01-05,18:00,818,Chiang Mai,Bangkok
33970,2022-01-05,19:00,818,Bangkok,Bangkok
33975,2022-01-06,00:00,818,Pathum Thani,Bangkok
33972,2022-01-06,01:00,818,Samut Sakhon,Bangkok
33974,2022-01-06,03:00,818,Phra Nakhon Si Ayutthaya,Bangkok
33971,2022-01-06,05:00,818,Bangkok,Bangkok
33973,2022-01-06,06:00,818,Pathum Thani,Bangkok
33978,2022-01-06,15:00,818,Saraburi,Bangkok
33982,2022-01-06,17:00,818,Bangkok,Bangkok
33977,2022-01-06,18:00,818,Bangkok,Bangkok
33984,2022-01-06,19:00,818,Pathum Thani,Bangkok
33983,2022-01-06,21:00,818,Bangkok,Bangkok
33980,2022-01-07,12:00,818,Phitsanulok,Bangkok
33981,2022-01-07,16:00,818,Sukhothai,Bangkok
33979,2022-01-07,20:00,818,Bangkok,Bangkok
33987,2021-05-14,18:00,819,Nakhon Pathom,Nakhon Pathom
33986,2021-05-14,20:00,819,Samut Prakan,Nakhon Pathom
33985,2021-05-15,06:00,819,Nakhon Pathom,Nakhon Pathom
33989,2021-06-03,20:00,819,Nakhon Pathom,Nakhon Pathom
33991,2021-06-04,06:00,819,Samut Prakan,Nakhon Pathom
33990,2021-06-04,09:00,819,Pathum Thani,Nakhon Pathom
33988,2021-06-04,16:00,819,Saraburi,Nakhon Pathom
33994,2021-12-23,12:00,819,Nakhon Pathom,Nakhon Pathom
33992,2021-12-23,22:00,819,Suphan Buri,Nakhon Pathom
33993,2021-12-24,09:00,819,Nakhon Pathom,Nakhon Pathom
33997,2021-12-30,08:00,819,Bangkok,Nakhon Pathom
33996,2021-12-30,12:00,819,Nakhon Pathom,Nakhon Pathom
34000,2021-12-30,21:00,819,Samut Sakhon,Nakhon Pathom
33999,2021-12-31,05:00,819,Bangkok,Nakhon Pathom
34004,2021-12-31,14:00,819,Samut Sakhon,Nakhon Pathom
34049,2021-12-31,15:00,819,Nakhon Pathom,Nakhon Pathom
34040,2021-12-31,18:00,819,Nakhon Pathom,Nakhon Pathom
34048,2021-12-31,19:00,819,Kanchanaburi,Nakhon Pathom
34055,2021-12-31,19:00,819,Nakhon Pathom,Nakhon Pathom
34038,2021-12-31,22:00,819,Ratchaburi,Nakhon Pathom
34002,2021-12-31,23:00,819,Bangkok,Nakhon Pathom
34056,2022-01-01,01:00,819,Suphan Buri,Nakhon Pathom
34043,2022-01-01,04:00,819,Samut Sakhon,Nakhon Pathom
33998,2022-01-01,05:00,819,Nakhon Pathom,Nakhon Pathom
34042,2022-01-01,06:00,819,Samut Songkhram,Nakhon Pathom
34050,2022-01-01,07:00,819,Nakhon Pathom,Nakhon Pathom
34054,2022-01-01,10:00,819,Nakhon Pathom,Nakhon Pathom
34037,2022-01-01,11:00,819,Phetchaburi,Nakhon Pathom
33995,2022-01-01,13:00,819,Samut Prakan,Nakhon Pathom
34013,2022-01-01,13:00,819,Phra Nakhon Si Ayutthaya,Nakhon Pathom
34030,2022-01-01,14:00,819,Nakhon Pathom,Nakhon Pathom
34052,2022-01-01,14:00,819,Nakhon Pathom,Nakhon Pathom
34053,2022-01-01,15:00,819,Kanchanaburi,Nakhon Pathom
